BREACH DETECTED ON, DOMAIN,         DOMAIN TRACKED SINCE, DOMAIN NOTIFIED ON, UPDATES
2024-05-13,         fiduciashop.de, 2023-03-09,           2024-05-13,         they confirmed on 2024-05-14 the authorities have been informed
